,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,Race,From,To,Pos,Ht,Wt,Birth Date,College,SEASON,RK,NAME,TEAM,SALARY
140,marcin gortat,2014-15,30.0,WAS,NBA,82,82.0,2453.0,18.2,0.004,0.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,114.0,100.0,4.4,4.2,8.6,0.168,-0.4,2.3,1.8,2.4,Poland,White,2008,2016,C-F,6-11,240,"February 17, 1984",,2014-2015,51,"Marcin Gortat, C",Washington Wizards,10434782
141,jerami grant,2014-15,20.0,PHI,NBA,65,11.0,1377.0,8.7,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,91.0,106.0,-0.9,1.4,0.5,0.019,-4.3,1.0,-3.3,-0.5,Oregon,Black,2015,2016,F,6-8,210,"March 12, 1994",Syracuse University,2014-2015,359,"Jerami Grant, SF",Philadelphia 76ers,884879
142,danny green,2014-15,27.0,SAS,NBA,81,80.0,2312.0,16.5,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,114.0,100.0,4.0,3.9,7.8,0.163,2.8,2.2,5.0,4.1,New York,Black and White,2010,2016,G-F,6-6,215,"June 22, 1987",University of North Carolina,2014-2015,156,"Danny Green, SG",San Antonio Spurs,4025000
143,gerald green,2014-15,29.0,PHO,NBA,74,4.0,1446.0,15.4,0.497,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,101.0,108.0,1.0,1.0,1.9,0.065,0.8,-3.3,-2.4,-0.2,Texas,Black and White,2006,2016,G-F,6-7,205,"January 26, 1986",,2014-2015,174,"Gerald Green, SF",Phoenix Suns,3500000
144,jamychal green,2014-15,24.0,TOT,NBA,24,1.0,164.0,14.9,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,105.0,101.0,0.1,0.3,0.4,0.119,-2.0,-0.1,-2.1,0.0,Alabama,Black,2015,2016,F,6-9,227,"June 21, 1990",University of Alabama,2014-2015,417,"JaMychal Green, PF",Memphis Grizzlies,134295
145,jeff green,2014-15,28.0,TOT,NBA,78,70.0,2454.0,14.4,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9.0,21.9,106.0,106.0,2.7,2.4,5.2,0.101,0.1,-0.8,-0.7,0.8,Maryland,Black,2008,2016,F,6-9,235,"August 28, 1986",Georgetown University,2014-2015,62,"Jeff Green, SF",Memphis Grizzlies,9200000
146,willie green,2014-15,33.0,ORL,NBA,52,2.0,951.0,7.9,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13.0,17.6,93.0,111.0,-0.4,0.4,-0.1,-0.003,-2.8,-2.1,-4.9,-0.7,Michigan,Black,2004,2015,G,6-4,200,"July 28, 1981",University of Detroit Mercy,2014-2015,291,"Willie Green, SG",Orlando Magic,1448490
147,blake griffin,2014-15,25.0,LAC,NBA,67,67.0,2356.0,22.8,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,113.0,106.0,6.6,2.4,9.0,0.183,3.1,1.0,4.1,3.6,Oklahoma,Black and White,2011,2016,F,6-10,251,"March 16, 1989",University of Oklahoma,2014-2015,12,"Blake Griffin, PF",Los Angeles Clippers,17674613
148,jorge gutierrez,2014-15,26.0,TOT,NBA,20,1.0,175.0,11.0,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0.0,20.4,15.2,105.0,105.0,0.1,0.2,0.3,0.088,-2.5,-0.6,-3.1,0.0,Mexico,Others,2014,2016,G,6-3,191,"December 27, 1988",University of California,2014-2015,421,"Jorge Gutierrez, PG",Brooklyn Nets,96056
149,pj hairston,2014-15,22.0,CHO,NBA,45,2.0,687.0,9.0,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,91.0,104.0,-0.5,0.8,0.3,0.022,-2.2,-1.3,-3.5,-0.3,North Carolina,Black,2015,2016,G-F,6-6,230,"December 24, 1992",University of North Carolina,2014-2015,319,"P.J. Hairston, SF",Charlotte Hornets,1149720
150,jordan hamilton,2014-15,24.0,LAC,NBA,14,2.0,122.0,8.3,0.6,0.0,1.9,12.7,7.4,8.2,0.8,0.0,10.3,14.4,105.0,109.0,0.1,0.1,0.1,0.059,-1.1,-2.1,-3.2,0.0,California,Black,2012,2015,G-F,6-7,220,"October 6, 1990",University of Texas at Austin,2014-2015,416,"Jordan Hamilton, SG",Los Angeles Clippers,150591
151,tyler hansbrough,2014-15,29.0,TOR,NBA,74,8.0,1058.0,13.3,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,132.0,107.0,2.6,0.9,3.4,0.156,0.1,-0.5,-0.5,0.4,Missouri,White,2010,2016,F,6-9,250,"November 3, 1985",University of North Carolina,2014-2015,181,"Tyler Hansbrough, PF",Toronto Raptors,3326235
152,tim hardaway,2014-15,22.0,NYK,NBA,70,30.0,1681.0,12.1,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,101.0,114.0,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9,Florida,Black,2014,2016,G,6-6,205,"March 16, 1992",University of Michigan,2014-2015,307,"Tim Hardaway Jr., SG",New York Knicks,1250640
153,james harden,2014-15,25.0,HOU,NBA,81,81.0,2981.0,26.7,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,118.0,103.0,12.2,4.2,16.4,0.265,7.4,1.0,8.4,7.8,California,Black,2010,2016,G,6-5,220,"August 26, 1989",Arizona State University,2014-2015,27,"James Harden, SG",Houston Rockets,14728844
154,maurice harkless,2014-15,21.0,ORL,NBA,45,4.0,674.0,8.4,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,92.0,107.0,-0.3,0.6,0.3,0.021,-3.1,0.2,-2.9,-0.1,New York,Black,2013,2016,F-G,6-9,215,"May 11, 1993",St. John's University,2014-2015,261,"Maurice Harkless, SF",Orlando Magic,1887840
155,devin harris,2014-15,31.0,DAL,NBA,76,3.0,1685.0,14.8,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,113.0,108.0,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3,Wisvonsin,Black,2005,2016,G,6-3,192,"February 27, 1983",University of Wisconsin,2014-2015,163,"Devin Harris, PG",Dallas Mavericks,3878896
156,gary harris,2014-15,20.0,DEN,NBA,55,6.0,719.0,4.9,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,81.0,109.0,-1.2,0.5,-0.7,-0.046,-4.2,-0.1,-4.3,-0.4,Indiana,Black,2015,2016,G,6-4,210,"September 14, 1994",Michigan State University,2014-2015,283,"Gary Harris, SG",Denver Nuggets,1519200
157,joe harris,2014-15,23.0,CLE,NBA,51,1.0,493.0,5.6,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,97.0,111.0,0.0,0.2,0.2,0.018,-2.0,-2.5,-4.5,-0.3,Washington,Black,2015,2016,G,6-6,219,"September 7, 1991",University of Virginia,2014-2015,360,"Joe Harris, SG",Cleveland Cavaliers,884879
158,tobias harris,2014-15,22.0,ORL,NBA,68,63.0,2369.0,16.7,0.252,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,107.0,108.0,3.0,1.8,4.8,0.098,0.4,-0.7,-0.3,1.0,New York,Black,2012,2016,F,6-9,235,"July 15, 1992",University of Tennessee,2014-2015,233,"Tobias Harris, SF",Orlando Magic,2380594
159,udonis haslem,2014-15,34.0,MIA,NBA,62,25.0,995.0,10.6,0.042,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,102.0,106.0,0.4,1.0,1.4,0.066,-3.3,-0.1,-3.4,-0.4,Florida,Black,2004,2016,F,6-8,235,"June 9, 1980",University of Florida,2014-2015,219,"Udonis Haslem, PF",Miami Heat,2732000
160,spencer hawes,2014-15,26.0,LAC,NBA,73,15.0,1274.0,9.8,0.424,0.164,2.7,19.7,11.4,10.0,1.0,3.4,12.1,17.9,95.0,104.0,-0.3,1.5,1.2,0.044,-2.9,1.0,-1.9,0.0,Washington,Black and White,2008,2016,C-F,7-1,245,"April 28, 1988",University of Washington,2014-2015,121,"Spencer Hawes, PF",Los Angeles Clippers,5305000
161,chuck hayes,2014-15,31.0,TOR,NBA,29,0.0,255.0,10.4,0.0,0.239,8.1,14.9,11.5,11.3,2.0,1.3,13.6,10.4,111.0,107.0,0.3,0.2,0.5,0.091,-1.5,1.1,-0.4,0.1,California,Black,2006,2016,F-C,6-6,240,"June 11, 1983",University of Kentucky,2014-2015,106,"Chuck Hayes, PF",Toronto Raptors,5958750
162,brendan haywood,2014-15,35.0,CLE,NBA,22,1.0,119.0,9.1,0.0,0.433,5.9,21.9,14.0,2.5,0.9,6.6,21.9,17.3,85.0,102.0,-0.2,0.2,0.0,0.008,-7.9,1.3,-6.6,-0.1,New York,Black,2002,2015,C,7-0,268,"November 27, 1979",University of North Carolina,2014-2015,239,"Brendan Haywood, C",Cleveland Cavaliers,2213668
163,gerald henderson,2014-15,27.0,CHO,NBA,80,72.0,2315.0,13.2,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,102.0,106.0,1.3,2.3,3.6,0.074,-1.2,-0.4,-1.5,0.3,New Jersey,Black,2010,2016,G,6-5,215,"December 9, 1987",Duke University,2014-2015,104,"Gerald Henderson, SG",Charlotte Hornets,6000000
164,xavier henry,2014-15,23.0,LAL,NBA,9,0.0,86.0,4.9,0.0,1.846,2.5,2.7,2.6,4.8,1.8,0.0,11.3,13.7,90.0,114.0,-0.1,0.0,-0.1,-0.03,-5.5,-2.4,-7.9,-0.1,Belgium,White,2011,2015,G,6-6,220,"March 15, 1991",University of Kansas,2014-2015,334,"Xavier Henry, SG",Los Angeles Lakers,1082000
165,john henson,2014-15,24.0,MIL,NBA,67,11.0,1228.0,18.0,0.0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,106.0,98.0,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.5,North Carolina,Black,2013,2016,F,6-11,229,"December 28, 1990",University of North Carolina,2014-2015,258,"John Henson, PF",Milwaukee Bucks,1987320
166,roy hibbert,2014-15,28.0,IND,NBA,76,76.0,1926.0,15.4,0.003,0.287,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,101.0,101.0,1.0,3.2,4.2,0.105,-3.1,2.1,-1.0,0.5,New York,Black,2009,2016,C,7-2,270,"December 11, 1986",Georgetown University,2014-2015,22,"Roy Hibbert, C",Indiana Pacers,14898938
167,jj hickson,2014-15,26.0,DEN,NBA,73,8.0,1411.0,14.3,0.004,0.438,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,100.0,106.0,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3,Georgia,Black,2009,2016,F,6-9,242,"September 4, 1988",North Carolina State University,2014-2015,119,"JJ Hickson, C",Denver Nuggets,5381750
168,nene hilario,2014-15,32.0,WAS,NBA,67,58.0,1693.0,14.3,0.008,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,100.0,102.0,0.5,2.5,3.0,0.086,-1.9,1.3,-0.6,0.6,Brazil,Black,2003,2016,F-C,6-11,250,"September 13, 1982",,2014-2015,30,"Nene Hilario, C",Washington Wizards,13000000
169,jordan hill,2014-15,27.0,LAL,NBA,70,57.0,1874.0,16.2,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,101.0,109.0,1.1,1.1,2.2,0.055,-2.0,-0.6,-2.6,-0.3,Georgia,Black,2010,2016,C-F,6-10,235,"July 27, 1987",University of Arizona,2014-2015,64,"Jordan Hill, C",Los Angeles Lakers,9000000
170,solomon hill,2014-15,23.0,IND,NBA,82,78.0,2381.0,10.2,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,101.0,105.0,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1.0,California,Black,2014,2016,F,6-7,225,"March 18, 1991",University of Arizona,2014-2015,304,"Solomon Hill, SF",Indiana Pacers,1302840
171,kirk hinrich,2014-15,34.0,CHI,NBA,66,22.0,1610.0,6.8,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,95.0,108.0,-0.3,1.3,1.0,0.03,-2.3,-0.6,-2.8,-0.3,Iowa,White,2004,2016,G,6-4,190,"January 2, 1981",University of Kansas,2014-2015,222,"Kirk Hinrich, SG",Chicago Bulls,2732000
172,jrue holiday,2014-15,24.0,NOP,NBA,40,37.0,1303.0,18.8,0.253,0.142,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,109.0,107.0,2.3,1.1,3.4,0.124,3.0,-0.7,2.3,1.4,California,Black,2010,2016,G,6-4,205,"June 12, 1990","University of California, Los Angeles",2014-2015,55,"Jrue Holiday, PG",New Orleans Pelicans,9904495
173,ryan hollins,2014-15,30.0,SAC,NBA,46,9.0,441.0,13.1,0.0,0.659,9.6,16.6,13.2,5.0,0.7,3.4,19.1,13.1,115.0,109.0,0.7,0.3,1.0,0.104,-1.4,0.0,-1.4,0.1,California,Black,2007,2016,C,7-0,240,"October 10, 1984","University of California, Los Angeles",2014-2015,352,"Ryan Hollins, C",Sacramento Kings,915243
174,rodney hood,2014-15,22.0,UTA,NBA,50,21.0,1064.0,12.3,0.455,0.214,1.0,11.7,6.4,13.2,1.5,0.9,9.9,19.6,108.0,107.0,1.3,0.9,2.2,0.098,0.2,-1.3,-1.1,0.2,Mississippi,Black,2015,2016,G-F,6-8,206,"October 20, 1992",Duke University,2014-2015,305,"Rodney Hood, SG",Utah Jazz,1290360
175,al horford,2014-15,28.0,ATL,NBA,76,76.0,2318.0,21.4,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,114.0,102.0,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,Dominican Repulic,Black,2008,2016,F-C,6-10,245,"June 3, 1986",University of Florida,2014-2015,41,"Al Horford, C",Atlanta Hawks,12000000
176,dwight howard,2014-15,29.0,HOU,NBA,41,41.0,1223.0,19.2,0.005,0.641,10.0,28.9,19.5,7.3,1.1,3.4,17.5,23.3,105.0,100.0,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3,Georgia,Black,2005,2016,C-F,6-11,265,"December 8, 1985",,2014-2015,4,"Dwight Howard, C",Houston Rockets,21436271
177,robbie hummel,2014-15,25.0,MIN,NBA,45,4.0,742.0,9.7,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1.0,8.9,12.1,110.0,113.0,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3,Indiana,White,2014,2015,F,6-8,215,"March 8, 1989",Purdue University,2014-2015,361,"Robbie Hummel, SF",Minnesota Timberwolves,880000
178,kris humphries,2014-15,29.0,WAS,NBA,64,17.0,1345.0,15.4,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,108.0,101.0,1.6,2.1,3.8,0.134,-2.0,0.7,-1.3,0.2,Minnesota,Black,2005,2016,F,6-9,235,"February 6, 1985",University of Minnesota,2014-2015,150,"Kris Humphries, PF",Washington Wizards,4250000
179,serge ibaka,2014-15,25.0,OKC,NBA,64,64.0,2116.0,16.6,0.261,0.14,7.0,18.1,12.6,4.2,0.7,5.8,10.4,18.9,109.0,104.0,2.9,2.7,5.6,0.127,-0.5,1.3,0.8,1.5,Republic of the Congo,Black,2010,2016,F,6-10,245,"September 18, 1989",,2014-2015,37,"Serge Ibaka, PF",Oklahoma City Thunder,12350000
180,andre iguodala,2014-15,31.0,GSW,NBA,77,0.0,2069.0,12.3,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,110.0,103.0,2.3,2.8,5.1,0.117,0.1,1.5,1.6,1.9,Illinois,Black,2005,2016,G-F,6-6,207,"January 28, 1984",University of Arizona,2014-2015,38,"Andre Iguodala, SF",Golden State Warriors,12289544
181,ersan ilyasova,2014-15,27.0,MIL,NBA,58,36.0,1319.0,16.8,0.341,0.192,7.0,17.0,12.0,7.4,1.4,1.2,6.9,22.1,111.0,103.0,2.3,1.7,4.0,0.146,1.2,-1.4,-0.2,0.6,Turkey,White,2007,2016,F,6-10,235,"May 15, 1987",,2014-2015,76,"Ersan Ilyasova, PF",Milwaukee Bucks,7900000
182,kyrie irving,2014-15,22.0,CLE,NBA,75,75.0,2730.0,21.5,0.306,0.296,2.3,7.5,5.0,25.0,2.2,0.6,11.8,26.2,117.0,108.0,8.4,2.0,10.4,0.183,4.7,-1.4,3.3,3.7,Australia,Black,2012,2016,G,6-3,193,"March 23, 1992",Duke University,2014-2015,86,"Kyrie Irving, PG",Cleveland Cavaliers,7070730
183,jarrett jack,2014-15,31.0,BRK,NBA,80,27.0,2241.0,14.6,0.179,0.278,1.0,11.3,6.1,27.3,1.7,0.5,17.2,22.6,101.0,109.0,1.1,1.4,2.6,0.055,-0.5,-1.0,-1.5,0.3,Maryland,Black,2006,2016,G,6-3,200,"October 28, 1983",Georgia Institute of Technology,2014-2015,99,"Jarrett Jack, PG",Brooklyn Nets,6300000
184,reggie jackson,2014-15,24.0,TOT,NBA,77,40.0,2268.0,17.2,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,106.0,108.0,3.3,1.7,4.9,0.104,1.9,-1.2,0.8,1.6,Italy,Black,2012,2016,G,6-3,208,"April 16, 1990",Boston College,2014-2015,240,"Reggie Jackson, PG",Oklahoma City Thunder,2204369
185,bernard james,2014-15,29.0,DAL,NBA,16,2.0,158.0,16.0,0.0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,125.0,105.0,0.4,0.2,0.5,0.165,-1.3,2.9,1.6,0.1,Georgia,Black,2013,2015,C,6-10,240,"February 7, 1985",Florida State University,2014-2015,408,"Bernard James, C",Dallas Mavericks,236886
186,lebron james,2014-15,30.0,CLE,NBA,69,69.0,2493.0,25.9,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,112.0,105.0,7.4,2.9,10.4,0.199,6.2,1.2,7.4,5.9,Ohio,Black,2004,2016,F-G,6-8,250,"December 30, 1984",,2014-2015,6,"LeBron James, SF",Cleveland Cavaliers,20644400
187,al jefferson,2014-15,30.0,CHO,NBA,65,61.0,1992.0,19.7,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,101.0,100.0,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1,Mississippi,Black,2005,2016,C-F,6-10,289,"January 4, 1985",,2014-2015,29,"Al Jefferson, C",Charlotte Hornets,13500000
188,john jenkins,2014-15,23.0,ATL,NBA,24,3.0,297.0,15.9,0.525,0.192,0.8,13.8,7.5,7.0,1.7,0.0,6.9,17.8,118.0,105.0,0.6,0.3,0.9,0.147,1.1,-2.1,-0.9,0.1,Tennessee,White,2013,2016,G,6-4,215,"March 6, 1991",Vanderbilt University,2014-2015,301,"John Jenkins, SG",Atlanta Hawks,1312920
189,brandon jennings,2014-15,25.0,DET,NBA,41,41.0,1173.0,19.7,0.389,0.263,1.9,8.0,4.8,39.9,1.9,0.3,12.9,26.3,110.0,109.0,2.6,0.7,3.3,0.136,4.3,-2.5,1.8,1.1,California,Black,2010,2016,G,6-1,169,"September 23, 1989",,2014-2015,73,"Brandon Jennings, PG",Detroit Pistons,8000000
190,jonas jerebko,2014-15,27.0,TOT,NBA,75,0.0,1230.0,15.0,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,114.0,105.0,2.0,1.4,3.5,0.135,0.5,0.4,0.9,0.9,Sweden,White,2010,2016,F,6-10,231,"March 2, 1987",,2014-2015,145,"Jonas Jerebko, PF",Detroit Pistons,4500000
191,grant jerrett,2014-15,21.0,TOT,NBA,8,0.0,51.0,1.5,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,69.0,103.0,-0.2,0.1,-0.1,-0.128,-6.8,-1.5,-8.4,-0.1,California,Black,2015,2015,F,6-10,235,"July 8, 1993",University of Arizona,2014-2015,373,"Grant Jerrett, PF",Utah Jazz,816482
192,amir johnson,2014-15,27.0,TOR,NBA,75,72.0,1979.0,15.4,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16.0,15.7,115.0,107.0,3.5,1.6,5.1,0.124,0.8,1.0,1.8,1.9,California ,Black,2006,2016,F,6-9,240,"May 1, 1987",,2014-2015,89,"Amir Johnson, PF",Toronto Raptors,7000000
193,james johnson,2014-15,27.0,TOR,NBA,70,17.0,1370.0,17.9,0.126,0.252,5.1,16.5,10.8,11.4,2.0,4.1,15.0,17.4,114.0,104.0,2.5,1.6,4.1,0.143,0.6,2.0,2.7,1.6,Wyoming ,Black,2010,2016,F,6-9,250,"February 20, 1987",Wake Forest University,2014-2015,227,"James Johnson, PF",Toronto Raptors,2500000
194,joe johnson,2014-15,33.0,BRK,NBA,80,80.0,2791.0,14.1,0.329,0.172,2.1,13.3,7.7,17.1,1.1,0.4,11.1,20.3,105.0,110.0,2.6,1.5,4.1,0.07,0.9,-0.7,0.2,1.5,Arkansas,Black,2002,2016,G-F,6-7,240,"June 29, 1981",University of Arkansas,2014-2015,2,"Joe Johnson, SF",Brooklyn Nets,23180790
195,tyler johnson,2014-15,22.0,MIA,NBA,32,2.0,603.0,12.0,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,99.0,105.0,0.1,0.7,0.8,0.06,-1.8,0.7,-1.1,0.1,North Dakota,White,2015,2016,G,6-4,186,"May 7, 1992","California State University, Fresno",2014-2015,410,"Tyler Johnson, SG",Miami Heat,199950
196,dahntay jones,2014-15,34.0,LAC,NBA,33,0.0,123.0,1.9,0.19,0.524,0.9,9.0,5.0,2.1,1.2,0.0,3.7,9.8,91.0,109.0,0.0,0.1,0.0,0.013,-5.2,-1.3,-6.4,-0.1,New Jersey,Black,2004,2015,G-F,6-6,225,"December 27, 1980",Duke University,2014-2015,399,"Dahntay Jones, SG",Los Angeles Clippers,387632
197,perry jones,2014-15,23.0,OKC,NBA,43,13.0,631.0,6.9,0.326,0.201,1.0,11.7,6.5,4.2,1.4,1.0,10.7,15.3,92.0,108.0,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5,Louisiana,Black,2013,2015,F,6-11,235,"September 24, 1991",Baylor University,2014-2015,324,"Perry Jones, SF",Oklahoma City Thunder,1129200
198,terrence jones,2014-15,23.0,HOU,NBA,33,24.0,889.0,18.3,0.124,0.314,9.7,17.6,13.7,6.9,1.0,5.2,9.8,18.4,114.0,102.0,1.7,1.3,3.0,0.16,-0.6,1.9,1.3,0.7,Oregon,Black,2013,2016,F,6-9,252,"January 9, 1992",University of Kentucky,2014-2015,278,"Terrence Jones, PF",Houston Rockets,1618680
199,deandre jordan,2014-15,26.0,LAC,NBA,82,82.0,2820.0,21.0,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,126.0,98.0,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3,Texas ,Black,2009,2016,C,6-11,265,"July 21, 1988",Texas A&M University,2014-2015,45,"DeAndre Jordan, C",Los Angeles Clippers,11440123
200,cory joseph,2014-15,23.0,SAS,NBA,79,14.0,1444.0,15.5,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,115.0,104.0,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1.0,Canada,Black and White,2012,2016,G,6-3,190,"August 20, 1991",University of Texas at Austin,2014-2015,253,"Cory Joseph, PG",San Antonio Spurs,2023261
201,chris kaman,2014-15,32.0,POR,NBA,74,13.0,1398.0,17.3,0.0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,103.0,101.0,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2,Michigan,White,2004,2016,C,7-0,265,"April 28, 1982",Central Michigan University,2014-2015,136,"Chris Kaman, C",Portland Trail Blazers,4800000
202,enes kanter,2014-15,22.0,TOT,NBA,75,74.0,2135.0,20.3,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,111.0,106.0,4.3,2.1,6.4,0.145,0.2,-2.3,-2.1,-0.1,Switzerland,White,2012,2016,C,6-11,245,"May 20, 1992",,2014-2015,110,"Enes Kanter, C",Utah Jazz,5694674
203,sergey karasev,2014-15,21.0,BRK,NBA,33,16.0,555.0,10.5,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,104.0,109.0,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1,Russian Federation,White,2014,2016,G-F,6-7,208,"October 26, 1993",,2014-2015,282,"Sergey Karasev, SG",Brooklyn Nets,1533840
204,ryan kelly,2014-15,23.0,LAL,NBA,52,34.0,1233.0,8.6,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,101.0,112.0,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3,New York,White,2014,2016,F,6-11,230,"April 9, 1991",Duke University,2014-2015,277,"Ryan Kelly, PF",Los Angeles Lakers,1650000
205,michael kidd-gilchrist,2014-15,21.0,CHO,NBA,55,52.0,1587.0,15.1,0.0,0.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,106.0,103.0,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5,Pennsylvania,Black,2013,2016,F,6-7,232,"September 26, 1993",University of Kentucky,2014-2015,128,"Michael Kidd-Gilchrist, SF",Charlotte Hornets,5016960
206,andrei kirilenko,2014-15,33.0,BRK,NBA,7,0.0,36.0,2.8,0.0,0.8,6.2,18.6,12.5,3.6,1.4,0.0,12.9,9.8,65.0,108.0,-0.1,0.0,0.0,-0.058,-8.1,-0.2,-8.3,-0.1,Russia,White,2002,2015,F,6-9,220,"February 18, 1981",,2014-2015,182,"Andrei Kirilenko, SF",Brooklyn Nets,3326235
207,brandon knight,2014-15,23.0,TOT,NBA,63,61.0,2035.0,17.1,0.361,0.251,1.6,12.0,6.8,27.4,2.3,0.4,16.1,25.9,103.0,104.0,2.0,2.5,4.5,0.106,1.7,-0.7,1.1,1.6,Florida,Black,2012,2016,G,6-3,189,"December 2, 1991",University of Kentucky,2014-2015,173,"Brandon Knight, PG",Phoenix Suns,3553917
208,kyle korver,2014-15,33.0,ATL,NBA,75,75.0,2418.0,14.8,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,122.0,106.0,5.0,2.4,7.5,0.148,3.1,0.2,3.3,3.3,California,White,2004,2016,G-F,6-7,212,"March 17, 1981",Creighton University,2014-2015,100,"Kyle Korver, SG",Atlanta Hawks,6253521
209,kosta koufos,2014-15,25.0,MEM,NBA,81,3.0,1348.0,14.2,0.0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,103.0,99.0,0.8,2.5,3.3,0.118,-3.4,1.9,-1.5,0.2,Ohio,White,2009,2016,C,7-0,265,"February 24, 1989",Ohio State University,2014-2015,203,"Kosta Koufos, C",Memphis Grizzlies,3000000
210,jeremy lamb,2014-15,22.0,OKC,NBA,47,8.0,633.0,14.9,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9.0,20.5,110.0,106.0,1.0,0.7,1.6,0.123,0.0,-1.6,-1.6,0.1,Virginia,Black,2013,2016,G-F,6-5,185,"May 30, 1992",University of Connecticut,2014-2015,241,"Jeremy Lamb, SG",Oklahoma City Thunder,2202000
