Season,Tm,Age,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,state_or_country,Race,seniority,Pos,Ht,Wt,College,SALARY
2014-15,25.0,27.0,70,17.0,1370.0,17.9,0.126,0.252,5.1,16.5,10.8,11.4,2.0,4.1,15.0,17.4,114.0,104.0,2.5,1.6,4.1,0.143,0.6,2.0,2.7,1.6,25.0,1,3.0,6,5.0,205.74,250,113.0,2525000.0
2014-15,10.0,33.0,80,80.0,2791.0,14.1,0.329,0.172,2.1,13.3,7.7,17.1,1.1,0.4,11.1,20.3,105.0,110.0,2.6,1.5,4.1,0.07,0.9,-0.7,0.2,1.5,61.0,1,3.0,14,3.0,200.66,240,97.0,23412597.9
2014-15,18.0,22.0,32,2.0,603.0,12.0,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,99.0,105.0,0.1,0.7,0.8,0.06,-1.8,0.7,-1.1,0.1,34.0,1,2.0,1,6.0,193.04,186,91.0,201949.5
2014-15,16.0,34.0,33,0.0,123.0,1.9,0.19,0.524,0.9,9.0,5.0,2.1,1.2,0.0,3.7,9.8,91.0,109.0,0.0,0.1,0.0,0.013,-5.2,-1.3,-6.4,-0.1,75.0,1,3.0,11,3.0,198.12,225,123.0,391508.32
2014-15,21.0,23.0,43,13.0,631.0,6.9,0.326,0.201,1.0,11.7,6.5,4.2,1.4,1.0,10.7,15.3,92.0,108.0,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5,79.0,1,3.0,2,5.0,210.82,235,77.0,1140492.0
2014-15,19.0,23.0,33,24.0,889.0,18.3,0.124,0.314,9.7,17.6,13.7,6.9,1.0,5.2,9.8,18.4,114.0,102.0,1.7,1.3,3.0,0.16,-0.6,1.9,1.3,0.7,58.0,1,3.0,3,5.0,205.74,252,124.0,1634866.8
2014-15,16.0,26.0,82,82.0,2820.0,21.0,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,126.0,98.0,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3,86.0,1,3.0,7,4.0,210.82,265,62.0,11554524.23
2014-15,28.0,23.0,79,14.0,1444.0,15.5,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,115.0,104.0,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1.0,73.0,0,1.0,4,6.0,190.5,190,117.0,2043493.61
2014-15,29.0,32.0,74,13.0,1398.0,17.3,0.0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,103.0,101.0,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2,74.0,1,2.0,12,4.0,213.36,265,40.0,4848000.0
2014-15,31.0,22.0,75,74.0,2135.0,20.3,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,111.0,106.0,4.3,2.1,6.4,0.145,0.2,-2.3,-2.1,-0.1,55.0,0,2.0,4,4.0,210.82,245,125.0,5751620.74
2014-15,10.0,21.0,33,16.0,555.0,10.5,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,104.0,109.0,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1,59.0,0,2.0,2,3.0,200.66,208,125.0,1549178.4
2014-15,2.0,23.0,52,34.0,1233.0,8.6,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,101.0,112.0,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3,88.0,1,2.0,2,5.0,210.82,230,123.0,1666500.0
2014-15,3.0,21.0,55,52.0,1587.0,15.1,0.0,0.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,106.0,103.0,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5,81.0,1,3.0,3,5.0,200.66,232,124.0,5067129.6
2014-15,10.0,33.0,7,0.0,36.0,2.8,0.0,0.8,6.2,18.6,12.5,3.6,1.4,0.0,12.9,9.8,65.0,108.0,-0.1,0.0,0.0,-0.058,-8.1,-0.2,-8.3,-0.1,59.0,0,2.0,13,5.0,205.74,220,125.0,3359497.35
2014-15,31.0,23.0,63,61.0,2035.0,17.1,0.361,0.251,1.6,12.0,6.8,27.4,2.3,0.4,16.1,25.9,103.0,104.0,2.0,2.5,4.5,0.106,1.7,-0.7,1.1,1.6,82.0,1,3.0,4,6.0,190.5,189,124.0,3589456.17
2014-15,24.0,33.0,75,75.0,2418.0,14.8,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,122.0,106.0,5.0,2.4,7.5,0.148,3.1,0.2,3.3,3.3,89.0,1,2.0,12,3.0,200.66,212,74.0,6316056.21
2014-15,26.0,25.0,81,3.0,1348.0,14.2,0.0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,103.0,99.0,0.8,2.5,3.3,0.118,-3.4,1.9,-1.5,0.2,85.0,1,2.0,7,4.0,213.36,265,107.0,3030000.0
2014-15,21.0,22.0,47,8.0,633.0,14.9,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9.0,20.5,110.0,106.0,1.0,0.7,1.6,0.123,0.0,-1.6,-1.6,0.1,72.0,1,3.0,3,3.0,195.57999999999998,185,116.0,2224020.0
2014-15,6.0,31.0,70,15.0,1192.0,14.9,0.0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,115.0,111.0,2.3,0.5,2.8,0.112,-1.0,-2.6,-3.6,-0.5,68.0,1,3.0,8,5.0,205.74,248,87.0,6565000.0
2014-15,11.0,22.0,76,22.0,1865.0,10.9,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,102.0,110.0,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,85.0,1,1.0,2,6.0,180.34,175,79.0,1622140.8
2014-15,8.0,23.0,24,1.0,268.0,10.5,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,91.0,106.0,-0.2,0.3,0.1,0.012,-4.2,0.7,-3.6,-0.1,76.0,0,2.0,1,5.0,210.82,220,125.0,1808183.81
2014-15,23.0,19.0,77,40.0,1902.0,11.3,0.247,0.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,95.0,114.0,-0.7,0.0,-0.7,-0.018,-1.7,-2.7,-4.5,-1.2,80.0,1,1.0,1,6.0,195.57999999999998,189,120.0,2076398.4
2014-15,8.0,27.0,75,75.0,2665.0,18.5,0.221,0.392,1.6,8.1,4.7,43.0,1.7,0.3,14.6,20.6,113.0,111.0,6.0,1.0,7.0,0.126,2.7,-2.1,0.5,1.7,78.0,1,3.0,6,6.0,180.34,195,122.0,11711461.06
2014-15,31.0,22.0,17,0.0,244.0,6.3,0.281,0.229,7.4,9.7,8.5,13.0,1.3,0.3,19.7,24.8,81.0,113.0,-0.6,0.0,-0.6,-0.112,-4.9,-3.0,-7.9,-0.4,18.0,1,3.0,1,6.0,200.66,195,125.0,48508.28
2014-15,26.0,29.0,77,74.0,2354.0,11.5,0.348,0.201,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,109.0,106.0,2.5,2.4,4.8,0.099,0.3,0.2,0.5,1.5,83.0,1,3.0,7,6.0,195.57999999999998,200,69.0,5504500.0
2014-15,14.0,31.0,49,4.0,904.0,17.8,0.006,0.332,10.0,20.3,15.3,13.7,1.7,2.1,12.0,19.6,112.0,100.0,1.6,1.6,3.2,0.168,-0.6,2.0,1.4,0.8,89.0,1,2.0,10,5.0,205.74,245,119.0,15162120.0
2014-15,1.0,24.0,1,0.0,2.0,-19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,115.0,0.0,0.0,0.0,-0.527,-21.9,-6.7,-28.5,0.0,89.0,1,3.0,3,6.0,195.57999999999998,200,120.0,717765.59
2014-15,15.0,21.0,69,44.0,1518.0,13.5,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,107.0,103.0,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4,28.0,0,2.0,2,4.0,215.9,260,90.0,3686419.2
2014-15,28.0,23.0,64,64.0,2033.0,22.0,0.234,0.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,113.0,96.0,4.2,4.4,8.6,0.204,2.6,3.5,6.1,4.1,89.0,1,3.0,4,5.0,200.66,230,81.0,2922999.59
2014-15,29.0,22.0,55,7.0,847.0,14.8,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,117.0,102.0,1.6,1.2,2.8,0.158,0.1,0.0,0.2,0.5,72.0,1,2.0,3,4.0,215.9,245,80.0,2341099.2
2014-15,26.0,25.0,63,6.0,824.0,11.9,0.106,0.216,7.0,21.7,14.3,8.8,1.1,0.9,10.5,18.6,99.0,102.0,0.2,1.2,1.3,0.078,-3.1,0.0,-3.1,-0.2,67.0,1,1.0,4,5.0,208.28,228,76.0,977175.0
2014-15,29.0,24.0,82,82.0,2925.0,20.7,0.421,0.293,1.8,11.8,6.9,29.0,1.7,0.5,12.6,26.9,112.0,105.0,7.3,3.3,10.6,0.174,5.0,0.0,5.1,5.2,89.0,1,3.0,3,6.0,190.5,195,56.0,3374329.2
2014-15,2.0,26.0,74,30.0,1907.0,15.6,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,104.0,110.0,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6,89.0,1,0.0,5,6.0,190.5,200,46.0,8458392.46
2014-15,10.0,26.0,72,44.0,2100.0,22.7,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,112.0,105.0,4.7,2.2,7.0,0.159,0.5,-0.3,0.2,1.1,89.0,1,1.0,7,4.0,213.36,275,88.0,15876252.620000001
2014-15,29.0,26.0,59,59.0,1638.0,16.2,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,117.0,104.0,3.2,1.9,5.1,0.15,0.1,2.0,2.1,1.7,89.0,1,1.0,7,4.0,213.36,255,88.0,6185976.29
2014-15,12.0,26.0,75,75.0,2532.0,18.8,0.412,0.337,6.5,26.3,16.6,10.7,1.0,1.2,10.0,21.7,115.0,105.0,5.8,2.9,8.7,0.165,2.0,-0.1,1.9,2.5,89.0,1,2.0,7,5.0,208.28,251,120.0,15876253.63
2014-15,25.0,28.0,70,70.0,2414.0,19.3,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,110.0,107.0,5.1,2.0,7.1,0.141,4.2,-0.6,3.6,3.4,81.0,1,3.0,9,6.0,182.88,205,98.0,12120000.0
2014-15,20.0,32.0,21,0.0,272.0,13.0,0.279,0.048,1.5,5.0,3.2,36.0,1.5,0.0,13.1,19.9,103.0,111.0,0.2,0.1,0.3,0.058,-1.1,-4.4,-5.5,-0.2,62.0,0,3.0,9,6.0,180.34,165,93.0,271880.89
2014-15,26.0,25.0,1,0.0,6.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,0.0,93.0,0.0,0.0,0.0,-0.057,-7.9,6.6,-1.3,0.0,74.0,1,3.0,0,6.0,185.42,195,112.0,491310.46
2014-15,24.0,24.0,55,0.0,833.0,13.2,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,102.0,106.0,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2,51.0,1,1.0,4,6.0,190.5,203,73.0,2457666.33
2014-15,7.0,28.0,61,6.0,1146.0,10.8,0.0,0.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98.0,100.0,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2,76.0,0,3.0,8,4.0,210.82,250,125.0,4040000.0
2014-15,4.0,22.0,16,7.0,208.0,5.9,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,79.0,107.0,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1,74.0,1,1.0,1,3.0,198.12,200,53.0,893727.79
2014-15,12.0,36.0,57,24.0,1101.0,11.0,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,106.0,107.0,0.8,0.9,1.7,0.074,-2.0,0.7,-1.3,0.2,87.0,1,3.0,15,5.0,200.66,220,101.0,924395.43
2014-15,20.0,30.0,23,0.0,198.0,1.6,0.623,0.0,0.0,11.4,5.5,8.0,0.8,0.4,8.6,13.0,76.0,110.0,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3,86.0,1,3.0,6,5.0,200.66,220,61.0,1157141.85
2014-15,17.0,37.0,11,0.0,104.0,10.0,0.0,0.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,97.0,99.0,0.0,0.2,0.2,0.086,-4.4,3.6,-0.8,0.0,74.0,1,3.0,14,5.0,205.74,234,86.0,418696.51
2014-15,23.0,31.0,39,36.0,1302.0,16.7,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,107.0,115.0,2.0,-0.1,1.9,0.069,1.8,-3.9,-2.1,0.0,85.0,1,1.0,11,6.0,200.66,199,32.0,6860425.0
2014-15,29.0,28.0,60,60.0,2024.0,16.1,0.592,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,114.0,105.0,4.0,2.2,6.2,0.147,3.8,0.1,3.9,3.0,86.0,1,3.0,6,6.0,195.57999999999998,220,108.0,7318096.4
2014-15,3.0,31.0,61,0.0,878.0,10.4,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,99.0,103.0,0.1,1.2,1.4,0.074,-4.5,1.9,-2.6,-0.1,87.0,1,3.0,9,5.0,200.66,260,86.0,924395.43
2014-15,1.0,28.0,67,61.0,1916.0,10.6,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,93.0,106.0,-0.9,2.0,1.1,0.027,-3.2,0.1,-3.2,-0.6,14.0,0,3.0,7,5.0,203.2,230,120.0,4426401.76
2014-15,14.0,22.0,15,0.0,137.0,17.7,0.0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,113.0,99.0,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0.0,72.0,1,3.0,1,5.0,205.74,230,122.0,168793.22
2014-15,6.0,23.0,68,30.0,1436.0,12.5,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,102.0,111.0,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,68.0,1,3.0,2,6.0,190.5,190,66.0,824646.8200000001
2014-15,29.0,23.0,62,3.0,973.0,13.1,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,103.0,105.0,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3,85.0,1,3.0,2,6.0,193.04,200,60.0,2445210.0
2014-15,9.0,23.0,36,0.0,321.0,6.1,0.383,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,89.0,108.0,-0.3,0.2,0.0,-0.005,-4.8,-3.3,-8.0,-0.5,34.0,1,2.0,1,5.0,203.2,225,74.0,2300739.6
2014-15,21.0,22.0,32,2.0,485.0,16.6,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19.0,107.0,102.0,0.6,0.7,1.3,0.127,-2.3,-0.1,-2.4,-0.1,83.0,1,2.0,1,5.0,208.28,255,109.0,1414040.4
2014-15,31.0,27.0,23,0.0,256.0,14.4,0.0,0.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,101.0,106.0,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2,74.0,1,1.0,7,4.0,213.36,270,95.0,11362500.0
2014-15,6.0,21.0,82,82.0,2670.0,10.4,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,104.0,112.0,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,70.0,1,3.0,2,6.0,195.57999999999998,195,121.0,3056542.8
2014-15,18.0,27.0,17,4.0,296.0,10.2,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,103.0,106.0,0.1,0.3,0.4,0.07,-1.7,0.6,-1.1,0.1,83.0,1,2.0,8,5.0,208.28,240,123.0,5358050.0
2014-15,20.0,27.0,60,0.0,1462.0,14.1,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,110.0,109.0,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4,84.0,1,3.0,6,6.0,193.04,208,124.0,6060000.0
2014-15,30.0,26.0,4,0.0,43.0,0.5,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,61.0,111.0,-0.2,0.0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2,21.0,0,2.0,1,6.0,190.5,191,43.0,640313.74
2014-15,7.0,27.0,70,40.0,1841.0,14.1,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,103.0,104.0,1.3,2.3,3.6,0.093,1.0,-1.3,-0.3,0.8,86.0,1,3.0,10,3.0,198.12,231,125.0,4247050.0
2014-15,31.0,38.0,81,0.0,1253.0,13.3,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,107.0,109.0,1.4,0.8,2.2,0.084,-1.2,-1.8,-3.0,-0.3,89.0,1,3.0,16,6.0,190.5,200,83.0,4696500.0
2014-15,12.0,34.0,52,15.0,701.0,4.6,0.86,0.035,0.7,14.0,7.4,9.0,1.0,0.5,16.6,8.9,96.0,109.0,-0.1,0.5,0.4,0.028,-2.6,-0.3,-3.0,-0.2,5.0,1,2.0,15,1.0,203.2,218,119.0,2759320.0
2014-15,31.0,22.0,10,0.0,119.0,7.4,0.474,0.289,3.7,14.9,9.4,9.8,3.0,3.3,10.5,17.8,79.0,103.0,-0.2,0.2,-0.1,-0.03,-5.0,1.3,-3.7,-0.1,87.0,1,3.0,2,5.0,205.74,210,77.0,184879.49
2014-15,28.0,26.0,51,0.0,801.0,13.0,0.542,0.119,3.0,7.5,5.3,16.9,1.8,0.2,9.0,22.1,103.0,105.0,0.6,0.9,1.4,0.087,1.0,-1.8,-0.7,0.3,56.0,0,3.0,6,6.0,182.88,185,64.0,3880526.05
2014-15,22.0,27.0,47,5.0,924.0,7.9,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,87.0,102.0,-1.0,1.4,0.4,0.02,-3.5,1.9,-1.6,0.1,79.0,1,3.0,1,3.0,198.12,225,13.0,244148.31
2014-15,24.0,29.0,73,73.0,2390.0,20.0,0.232,0.362,6.9,20.0,13.6,15.4,2.8,2.4,13.3,23.8,109.0,99.0,4.0,4.3,8.3,0.166,1.6,2.6,4.2,3.7,79.0,1,3.0,9,5.0,203.2,246,58.0,9595000.0
2014-15,9.0,23.0,82,3.0,1654.0,17.9,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,111.0,101.0,3.0,2.7,5.7,0.165,1.2,0.0,1.2,1.3,45.0,0,2.0,1,5.0,208.28,220,125.0,5358050.0
2014-15,20.0,24.0,69,57.0,2137.0,21.2,0.0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13.0,23.9,110.0,103.0,4.0,2.8,6.8,0.153,0.6,1.3,1.9,2.1,79.0,1,3.0,5,0.0,210.82,265,105.0,5534733.34
2014-15,9.0,25.0,56,0.0,504.0,10.3,0.273,0.144,2.7,7.1,5.0,10.4,2.1,0.9,8.7,14.4,105.0,106.0,0.3,0.5,0.8,0.08,-1.8,-0.6,-2.5,-0.1,83.0,1,3.0,4,6.0,193.04,191,87.0,957644.63
2014-15,10.0,24.0,38,0.0,299.0,6.7,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0.0,16.0,20.0,83.0,111.0,-0.5,0.1,-0.4,-0.068,-4.4,-2.8,-7.2,-0.4,89.0,1,3.0,3,6.0,193.04,190,109.0,709783.56
2014-15,15.0,25.0,81,35.0,2045.0,13.7,0.41,0.148,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19.0,107.0,107.0,2.2,1.8,4.0,0.093,0.2,-0.6,-0.4,0.8,81.0,1,3.0,4,5.0,205.74,235,121.0,2972653.21
2014-15,15.0,25.0,82,82.0,2581.0,15.8,0.163,0.211,4.6,17.0,10.7,12.4,2.0,1.2,12.4,23.3,102.0,105.0,1.8,2.7,4.6,0.085,-0.7,0.5,-0.2,1.2,81.0,1,3.0,4,5.0,208.28,245,121.0,3019131.39
2014-15,21.0,29.0,74,0.0,1806.0,14.8,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,124.0,108.0,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2,77.0,1,3.0,7,6.0,195.57999999999998,210,115.0,3232000.0
2014-15,19.0,24.0,71,62.0,2037.0,14.4,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,107.0,105.0,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1.0,48.0,0,2.0,3,2.0,213.36,222,125.0,1498759.2
2014-15,31.0,28.0,81,80.0,2045.0,16.6,0.011,0.382,11.0,21.4,16.1,4.3,0.8,3.7,14.9,16.9,113.0,105.0,3.5,2.2,5.7,0.133,-1.2,0.8,-0.4,0.8,59.0,0,2.0,5,4.0,215.9,275,125.0,4696500.0
2014-15,23.0,22.0,38,13.0,866.0,19.9,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,113.0,115.0,2.1,-0.1,2.0,0.11,2.0,-3.8,-1.8,0.0,89.0,1,3.0,2,3.0,198.12,223,120.0,1991679.6
2014-15,31.0,25.0,5,0.0,18.0,1.1,0.0,0.4,6.4,0.0,3.1,8.3,2.8,0.0,40.5,24.9,68.0,106.0,-0.1,0.0,-0.1,-0.171,-10.0,-1.2,-11.2,0.0,86.0,1,3.0,1,3.0,195.57999999999998,195,43.0,97016.56
2014-15,24.0,23.0,40,8.0,502.0,18.0,0.146,0.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,120.0,103.0,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5,67.0,1,2.0,2,2.0,210.82,240,28.0,824646.8200000001
2014-15,18.0,23.0,51,10.0,1012.0,9.3,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,95.0,108.0,-0.3,0.8,0.5,0.024,-2.0,-0.6,-2.6,-0.2,57.0,1,3.0,1,6.0,185.42,175,116.0,1251026.4
2014-15,31.0,30.0,54,1.0,1193.0,11.1,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,96.0,109.0,-0.2,0.8,0.6,0.023,-1.7,-2.6,-4.3,-0.7,78.0,1,3.0,5,6.0,193.04,210,49.0,3282500.0
2014-15,4.0,25.0,40,3.0,492.0,10.3,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2.0,10.7,20.8,94.0,109.0,-0.2,0.3,0.1,0.007,-4.0,-2.1,-6.2,-0.5,73.0,0,3.0,3,5.0,205.74,250,42.0,1561298.4
2014-15,9.0,29.0,67,67.0,2049.0,15.3,0.005,0.407,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,109.0,102.0,2.4,3.1,5.6,0.13,-0.2,3.6,3.4,2.8,88.0,1,1.0,8,4.0,210.82,232,119.0,12827000.0
2014-15,1.0,20.0,75,71.0,2311.0,15.0,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,96.0,99.0,-0.2,4.2,4.0,0.083,-3.7,4.5,0.8,1.6,57.0,1,3.0,1,2.0,210.82,228,124.0,3348271.2
2014-15,25.0,22.0,6,0.0,23.0,5.2,0.0,0.5,10.0,45.1,27.6,6.2,4.5,0.0,17.0,23.1,69.0,93.0,-0.1,0.1,0.0,-0.071,-11.0,0.7,-10.3,0.0,69.0,0,3.0,1,4.0,213.36,220,125.0,1780306.8
2014-15,31.0,31.0,35,0.0,197.0,8.6,0.857,0.036,1.1,11.4,6.3,8.6,0.0,0.8,8.1,14.1,111.0,111.0,0.2,0.1,0.3,0.075,-0.2,-3.2,-3.4,-0.1,87.0,1,2.0,9,5.0,208.28,225,108.0,3480406.47
2014-15,5.0,36.0,77,77.0,2282.0,19.2,0.258,0.272,2.1,19.9,11.0,10.4,0.9,1.2,6.5,24.9,113.0,107.0,5.2,2.0,7.2,0.152,1.7,-1.0,0.7,1.5,53.0,0,2.0,17,5.0,213.36,245,125.0,8054226.82
2014-15,8.0,20.0,62,27.0,1103.0,14.8,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,96.0,101.0,-0.2,1.8,1.6,0.069,-3.7,3.1,-0.6,0.4,49.0,0,2.0,1,4.0,213.36,280,125.0,1780306.8
2014-15,17.0,21.0,34,15.0,368.0,3.8,0.0,0.225,8.2,11.7,10.0,7.1,0.7,0.9,15.9,19.2,78.0,107.0,-0.8,0.3,-0.5,-0.063,-7.5,-1.6,-9.0,-0.7,66.0,1,3.0,1,2.0,205.74,257,104.0,606000.0
2014-15,4.0,22.0,72,71.0,2573.0,15.9,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,101.0,108.0,1.5,2.0,3.5,0.065,0.5,-0.5,0.0,1.3,78.0,1,3.0,2,6.0,193.04,210,103.0,5027982.0
2014-15,13.0,23.0,64,13.0,1423.0,15.9,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,105.0,102.0,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5,73.0,0,2.0,2,5.0,213.36,238,94.0,2096517.6
2014-15,17.0,30.0,73,45.0,1730.0,15.6,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,103.0,100.0,1.3,2.9,4.2,0.116,-0.9,2.2,1.4,1.5,84.0,1,2.0,12,4.0,210.82,270,125.0,5252000.0
2014-15,19.0,24.0,43,1.0,795.0,7.8,0.538,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,92.0,105.0,-0.4,0.9,0.5,0.029,-3.0,0.7,-2.3,-0.1,47.0,0,2.0,1,5.0,203.2,225,125.0,4845640.64
2014-15,3.0,35.0,9,0.0,73.0,14.9,0.629,0.057,0.0,4.6,2.3,20.8,0.0,0.0,7.7,24.3,111.0,111.0,0.1,0.0,0.2,0.113,3.0,-6.1,-3.2,0.0,87.0,1,3.0,12,6.0,185.42,175,97.0,924395.43
2014-15,17.0,19.0,25,25.0,738.0,14.5,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,101.0,103.0,0.4,1.0,1.3,0.088,-1.4,0.2,-1.2,0.1,87.0,1,3.0,1,5.0,203.2,250,123.0,4979865.6
2014-15,28.0,32.0,68,68.0,1953.0,15.9,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,105.0,107.0,2.4,1.7,4.1,0.1,0.2,-2.2,-2.0,0.0,36.0,0,1.0,14,6.0,187.96,185,125.0,12625000.0
2014-15,5.0,26.0,66,66.0,2186.0,16.3,0.419,0.233,3.2,13.0,8.1,11.4,1.6,0.7,9.5,20.6,112.0,108.0,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5,82.0,1,2.0,4,5.0,205.74,227,119.0,14847000.0
2014-15,25.0,25.0,81,4.0,2156.0,14.6,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,122.0,108.0,4.4,1.7,6.1,0.137,2.5,0.7,3.2,2.8,62.0,0,3.0,5,5.0,205.74,235,124.0,5889639.26
